Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Age_of_car,Avg_kms_per_yr
3492,Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,74002,Diesel,Automatic,First,16.0,1968,140.0,5.0,18.5,12,36.78031809145129
3493,Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,41000,Petrol,Automatic,First,12.0,2359,198.0,5.0,6.0,11,20.36761053154496
3494,Hyundai Verna 1.6 SX,Hyderabad,2012,83678,Diesel,Manual,First,22.0,1582,126.0,5.0,5.5,12,41.589463220675945
3495,Maruti Wagon R LXI BS IV,Pune,2010,91000,Petrol,Manual,First,18.0,998,67.0,5.0,2.3,14,45.27363184079602
3496,Maruti Ertiga SHVS ZDI Plus,Jaipur,2016,50000,Diesel,Manual,First,24.0,1248,88.0,7.0,8.7,8,24.8015873015873
3497,Hyundai Xcent 1.1 CRDi S Option,Delhi,2015,58000,Diesel,Manual,First,24.0,1120,71.0,5.0,4.95,9,28.78411910669975
3498,Maruti Swift VDI,Jaipur,2012,80000,Diesel,Manual,First,22.0,1248,74.0,5.0,4.25,12,39.761431411530815
3499,Mahindra XUV500 W6 2WD,Kochi,2017,41290,Diesel,Manual,Second,16.0,2179,140.0,7.0,10.94,7,20.470996529499256
3500,BMW 5 Series 520d Luxury Line,Delhi,2013,65000,Diesel,Automatic,First,22.0,1995,190.0,5.0,21.26,11,32.290114257327375
3501,Toyota Corolla Altis 1.8 G,Bangalore,2016,16471,Petrol,Manual,Second,14.0,1798,138.0,5.0,11.5,8,8.17013888888889
3502,Hyundai i20 Asta 1.4 CRDi,Pune,2015,54339,Diesel,Manual,Second,22.0,1396,88.0,5.0,6.0,9,26.967245657568238
3503,Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,24025,Petrol,Manual,First,18.0,1198,82.0,6.0,4.1,8,11.917162698412698
3504,Maruti Alto 800 2016-2019 LXI,Kolkata,2013,24027,Petrol,Manual,First,24.0,796,47.0,5.0,2.01,11,11.935916542473919
3505,Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,59270,Petrol,Manual,First,15.0,1172,67.0,5.0,2.6,14,29.487562189054728
3506,Maruti Wagon R VXI BS IV,Kolkata,2012,40000,Petrol,Manual,First,18.0,998,67.0,5.0,2.35,12,19.880715705765407
3507,Mitsubishi Pajero 4X4 LHD,Bangalore,2012,155566,Diesel,Manual,Second,9.0,2835,118.0,6.0,9.15,12,77.31908548707753
3508,Honda Brio EX MT,Chennai,2013,42320,Petrol,Manual,First,19.0,1198,86.0,5.0,2.9,11,21.02334823646299
3509,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,24153,Diesel,Manual,Second,22.0,1396,88.0,5.0,9.18,7,11.974714923153197
3510,Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,27000,Petrol,Automatic,First,13.0,1591,121.0,5.0,11.45,8,13.392857142857142
3512,Honda Amaze S i-VTEC,Kochi,2017,61795,Petrol,Manual,First,17.0,1198,86.0,5.0,5.53,7,30.63708477937531
3513,Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,2016,13500,Petrol,Manual,First,18.0,1198,82.0,6.0,3.75,8,6.696428571428571
3514,Honda City i-VTEC CVT VX,Pune,2018,4500,Petrol,Automatic,First,18.0,1497,117.0,5.0,12.5,6,2.2299306243805748
3515,Mahindra XUV500 AT W10 FWD,Mumbai,2017,23000,Diesel,Automatic,First,16.0,2179,140.0,7.0,15.5,7,11.403073872087258
3517,Mercedes-Benz New C-Class 220 CDI AT,Mumbai,2013,80578,Diesel,Automatic,Second,14.0,2143,170.0,5.0,14.5,11,40.02881271733731
3518,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,42646,Diesel,Automatic,First,19.0,1461,108.0,5.0,12.46,7,21.143282102131877
3519,Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,30000,Petrol,Manual,Second,16.0,1198,74.0,5.0,5.25,10,14.895729890764647
3521,Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,2009,98000,Diesel,Automatic,Second,13.0,2987,282.0,5.0,25.0,15,48.78048780487805
3523,Jaguar XJ 3.0L Premium Luxury,Hyderabad,2012,50000,Diesel,Automatic,First,12.0,2993,271.0,4.0,45.0,12,24.85089463220676
3524,Maruti Swift VDI,Jaipur,2015,63310,Diesel,Manual,First,28.0,1248,74.0,5.0,5.1,9,31.419354838709676
3525,Honda Amaze S i-Dtech,Delhi,2014,66000,Diesel,Manual,First,25.0,1498,98.0,5.0,3.5,10,32.770605759682226
3526,BMW 3 Series 320d Highline,Ahmedabad,2011,74000,Diesel,Automatic,Second,16.0,1995,181.0,5.0,12.5,13,36.79761312779711
3527,Hyundai Verna 1.4 EX,Hyderabad,2012,93000,Diesel,Manual,First,23.0,1396,88.0,5.0,5.55,12,46.22266401590457
3528,Toyota Fortuner 4x2 4 Speed AT,Delhi,2015,70000,Diesel,Automatic,First,11.0,2982,169.0,7.0,19.48,9,34.7394540942928
3529,Maruti Swift VXI,Ahmedabad,2012,48772,Petrol,Manual,First,18.0,1197,85.0,5.0,3.91,12,24.24055666003976
3530,Chevrolet Beat LS,Chennai,2010,66000,Petrol,Manual,First,18.0,1199,79.0,5.0,2.19,14,32.83582089552239
3531,Hyundai Grand i10 Asta Option AT,Coimbatore,2017,27417,Petrol,Automatic,First,18.0,1197,82.0,5.0,6.89,7,13.592959841348538
3532,Ford Figo Petrol ZXI,Coimbatore,2011,51593,Petrol,Manual,Second,15.0,1196,70.0,5.0,3.47,13,25.655395325708604
3534,Maruti Swift VXI BSIII,Pune,2010,75000,Petrol,Manual,First,16.0,1298,88.0,5.0,2.85,14,37.3134328358209
3535,Audi A4 35 TDI Premium,Coimbatore,2016,39237,Diesel,Automatic,First,17.0,1968,174.0,5.0,25.64,8,19.46279761904762
3536,Honda City V MT,Kochi,2018,11966,Petrol,Manual,First,16.0,1497,116.0,5.0,10.28,6,5.929633300297324
3537,Honda Jazz V,Hyderabad,2015,37000,Petrol,Manual,First,18.0,1199,88.0,5.0,6.3,9,18.36228287841191
3538,Volkswagen Polo 1.5 TDI Highline,Chennai,2014,70920,Diesel,Manual,First,20.0,1498,88.0,5.0,4.75,10,35.213505461767625
3539,Nissan Terrano XL D Option,Hyderabad,2013,65280,Diesel,Manual,First,19.0,1461,83.0,5.0,5.8,11,32.42921013412817
3540,Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,2016,62000,Diesel,Automatic,First,12.0,2179,187.0,7.0,44.5,8,30.753968253968253
3541,Hyundai i20 Magna Optional 1.2,Kochi,2014,44525,Petrol,Manual,First,18.0,1197,82.0,5.0,4.65,10,22.107745779543198
3542,Honda City 1.5 E MT,Jaipur,2009,86863,Petrol,Manual,First,17.0,1497,118.0,5.0,3.6,15,43.23693379790941
3543,Mahindra XUV500 W10 AWD,Hyderabad,2015,102626,Diesel,Manual,First,16.0,2179,140.0,7.0,12.25,9,50.931017369727044
3544,Jeep Compass 2.0 Limited Option 4X4,Jaipur,2017,45000,Diesel,Manual,First,16.0,1956,170.0,5.0,20.0,7,22.310361923648983
3545,Mahindra XUV500 W10 AWD,Jaipur,2017,22000,Diesel,Manual,First,16.0,2179,140.0,7.0,16.0,7,10.907288051561725
3546,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,2011,108905,Diesel,Automatic,Second,11.0,2179,120.0,8.0,6.21,13,54.1546494281452
3547,Datsun GO Plus T,Kolkata,2016,12800,Petrol,Manual,First,19.0,1198,67.0,7.0,3.25,8,6.349206349206349
3548,Mahindra Scorpio S6 Plus 7 Seater,Kolkata,2016,32000,Diesel,Manual,First,15.0,2179,120.0,7.0,9.75,8,15.873015873015873
3549,Honda Amaze S AT i-Vtech,Mumbai,2014,39000,Petrol,Automatic,First,15.0,1198,86.0,5.0,4.45,10,19.36444885799404
3550,Honda City i-DTEC ZX,Pune,2017,42000,Diesel,Manual,First,25.0,1498,98.0,5.0,12.0,7,20.823004462072383
3551,Tata Indigo GLE,Chennai,2008,73000,Petrol,Manual,First,14.0,1396,65.0,5.0,0.8,16,36.354581673306775
3552,Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,48000,Diesel,Manual,First,24.0,1186,73.0,5.0,5.95,6,23.785926660059467
3554,Hyundai Verna 1.4 CX VTVT,Kolkata,2014,19000,Petrol,Manual,First,17.0,1396,105.0,5.0,5.25,10,9.433962264150944
3555,Toyota Innova Crysta 2.4 VX MT,Coimbatore,2019,33598,Diesel,Manual,First,13.0,2393,147.0,7.0,22.2,5,16.64091134224864
3556,BMW X1 sDrive20d,Jaipur,2012,63000,Diesel,Automatic,First,17.0,1995,184.0,5.0,13.5,12,31.312127236580515
3557,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,48000,Diesel,Automatic,First,16.0,1968,138.0,5.0,13.5,9,23.82133995037221
3558,Ford Figo Diesel ZXI,Delhi,2014,66000,Diesel,Manual,First,20.0,1399,68.0,5.0,3.47,10,32.770605759682226
3559,Mahindra Ssangyong Rexton RX7,Ahmedabad,2013,80000,Diesel,Automatic,Second,11.0,2696,184.0,7.0,9.5,11,39.74167908594138
3560,Volkswagen Vento Petrol Highline,Chennai,2011,37000,Petrol,Manual,First,15.0,1598,103.0,5.0,4.8,13,18.398806563898557
3561,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Kochi,2016,35058,Petrol,Manual,First,15.0,1598,103.0,5.0,6.54,8,17.389880952380953
3562,Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2012,52000,Petrol,Manual,First,16.0,1198,73.0,5.0,3.1,12,25.84493041749503
3563,Maruti S Cross DDiS 200 Delta,Hyderabad,2015,61313,Diesel,Manual,First,23.0,1248,88.0,5.0,7.99,9,30.428287841191068
3564,Toyota Corolla Altis G,Kolkata,2009,45000,Petrol,Manual,Second,14.0,1798,138.0,5.0,3.3,15,22.399203583872573
3565,Maruti Ertiga ZDI,Bangalore,2015,74000,Diesel,Manual,First,20.0,1248,88.0,7.0,8.75,9,36.72456575682382
3566,Hyundai i10 Asta Sunroof AT,Hyderabad,2013,89000,Petrol,Automatic,First,19.0,1197,80.0,5.0,4.19,11,44.21261798310979
3567,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,13414,Diesel,Automatic,First,17.0,2143,136.0,5.0,30.77,5,6.6438831104507186
3568,Honda City ZX VTEC,Jaipur,2006,95000,Petrol,Manual,Second,16.0,1497,100.0,5.0,2.11,18,47.357926221335994
3569,Mahindra KUV 100 G80 K8,Jaipur,2018,15900,Petrol,Manual,First,18.0,1198,82.0,6.0,6.25,6,7.879088206144698
3570,Toyota Fortuner 3.0 Diesel,Delhi,2011,151000,Diesel,Manual,First,11.0,2982,171.0,7.0,11.4,13,75.08702138239681
3571,Honda City 1.5 V MT,Bangalore,2011,65000,Petrol,Manual,First,17.0,1497,118.0,5.0,5.2,13,32.322227747389356
3572,Audi A6 35 TDI Matrix,Coimbatore,2017,36824,Diesel,Automatic,First,18.0,1968,187.0,5.0,39.84,7,18.256817055032226
3573,Ford Figo Diesel ZXI,Coimbatore,2013,65287,Diesel,Manual,First,20.0,1399,68.0,5.0,4.45,11,32.43268753104819
3574,Mercedes-Benz GLA Class 200 CDI,Kolkata,2014,52000,Diesel,Automatic,First,17.0,2143,136.0,5.0,19.5,10,25.819265143992055
3575,Chevrolet Aveo U-VA 1.2 LS,Hyderabad,2007,33000,Petrol,Manual,First,15.0,1150,74.0,5.0,1.75,17,16.442451420029894
3576,Ford Figo 2015-2019 1.5D Titanium MT,Hyderabad,2016,71000,Diesel,Manual,First,25.0,1498,99.0,5.0,5.1,8,35.21825396825397
3577,Hyundai Elantra CRDi SX AT,Delhi,2013,71000,Diesel,Automatic,First,22.0,1582,126.0,5.0,6.8,11,35.270740188772976
3578,Maruti Baleno Zeta CVT,Kolkata,2016,20000,Petrol,Automatic,First,21.0,1197,83.0,5.0,5.74,8,9.920634920634921
3579,Maruti Swift LXi BSIV,Hyderabad,2010,71000,Petrol,Manual,First,16.0,1197,85.0,5.0,3.3,14,35.32338308457712
3580,Mercedes-Benz CLS-Class 2006-2010 350 CDI,Hyderabad,2010,29000,Diesel,Automatic,First,9.0,3498,271.0,4.0,32.0,14,14.427860696517413
3581,BMW 3 Series Luxury Line,Ahmedabad,2016,27000,Diesel,Automatic,First,21.0,1995,190.0,5.0,35.0,8,13.392857142857142
3582,Maruti Dzire AMT ZDI Plus,Chennai,2017,19000,Diesel,Automatic,First,28.0,1248,73.0,5.0,8.9,7,9.419930589985126
3583,Hyundai Verna 1.6 SX VTVT,Mumbai,2011,58000,Petrol,Manual,Second,17.0,1591,121.0,5.0,4.0,13,28.84137245151666
3584,Jeep Compass 2.0 Longitude,Kochi,2018,42203,Diesel,Manual,First,17.0,1956,170.0,5.0,19.46,6,20.913280475718533
3585,Hyundai Sonata Embera 2.0L CRDi AT,Hyderabad,2009,94000,Diesel,Automatic,First,11.0,1991,142.0,5.0,5.25,15,46.789447486311595
3587,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,2018,4900,Diesel,Manual,First,21.0,1497,108.0,5.0,9.22,6,2.4281466798810705
3588,Hyundai EON Era Plus,Jaipur,2013,70000,Petrol,Manual,First,21.0,814,55.0,5.0,1.8,11,34.77396920019871
3590,BMW 5 Series 2013-2017 530d M Sport,Kochi,2015,65266,Diesel,Automatic,First,14.0,2993,258.0,5.0,31.75,9,32.39007444168735
3591,Maruti Ertiga VDI,Delhi,2014,54569,Diesel,Manual,First,20.0,1248,88.0,7.0,5.99,10,27.0948361469712
3592,Honda Amaze E i-Vtech,Kochi,2015,51361,Petrol,Manual,First,18.0,1198,86.0,5.0,4.94,9,25.489330024813896
3593,Ford Fiesta 1.4 Duratec ZXI,Jaipur,2007,125000,Petrol,Manual,Third,16.0,1388,68.0,5.0,1.5,17,62.2820129546587
3594,Honda Civic 2006-2010 1.8 V MT,Bangalore,2008,66000,Petrol,Manual,Third,13.0,1799,130.0,5.0,3.25,16,32.86852589641434
3596,Maruti Ertiga ZDI,Delhi,2014,22281,Diesel,Manual,First,20.0,1248,88.0,7.0,6.5,10,11.063058589870904
3597,Hyundai Grand i10 CRDi Sportz,Delhi,2013,63210,Diesel,Manual,First,24.0,1120,70.0,5.0,3.71,11,31.400894187779432
3598,Hyundai Xcent 1.2 VTVT E Plus,Pune,2018,31000,Petrol,Manual,First,20.0,1197,81.0,5.0,5.0,6,15.361744301288404
3599,Hyundai i10 Era,Ahmedabad,2008,60000,Petrol,Manual,First,19.0,1086,68.0,5.0,1.99,16,29.8804780876494
3600,Honda Amaze S i-Vtech,Mumbai,2017,32006,Petrol,Manual,First,18.0,1198,86.0,5.0,4.25,7,15.868120971740208
3601,Audi A6 2.7 TDI,Ahmedabad,2009,78000,Diesel,Automatic,First,12.0,2698,179.0,5.0,8.0,15,38.825286212045796
3602,Hyundai i10 Magna 1.2 iTech SE,Mumbai,2011,9489,Petrol,Manual,First,20.0,1197,78.0,5.0,2.95,13,4.718547986076579
3603,Renault KWID RXT Optional,Pune,2018,5000,Petrol,Manual,First,25.0,799,53.0,5.0,3.5,6,2.4777006937561943
3604,Audi A4 New 2.0 TDI Multitronic,Jaipur,2012,60000,Diesel,Automatic,Second,15.0,1968,140.0,5.0,16.0,12,29.821073558648113
3605,Maruti Alto 800 LXI Airbag,Jaipur,2015,50000,Petrol,Manual,First,22.0,796,47.0,5.0,2.75,9,24.81389578163772
3606,Honda City i VTEC VX Option,Delhi,2015,53000,Petrol,Manual,First,17.0,1497,117.0,5.0,6.95,9,26.30272952853598
3607,Mercedes-Benz New C-Class C250 Avantgarde,Delhi,2011,64000,Petrol,Automatic,Second,11.0,1796,186.0,5.0,12.5,13,31.82496270512183
3608,Audi Q5 3.0 TDI Quattro Technology,Coimbatore,2017,43827,Diesel,Automatic,First,13.0,2967,241.0,5.0,36.83,7,21.728805156172534
3609,Volkswagen Polo 1.2 MPI Comfortline,Pune,2011,36431,Petrol,Manual,First,16.0,1199,74.0,5.0,2.7,13,18.115862754848333
3610,Hyundai Creta 1.4 E Plus Diesel,Mumbai,2017,35000,Diesel,Manual,First,21.0,1396,88.0,5.0,9.9,7,17.352503718393653
3611,Honda City 1.5 V MT,Kochi,2011,94832,Petrol,Manual,First,17.0,1497,118.0,5.0,3.83,13,47.15663848831427
3612,Honda City 1.5 S MT,Coimbatore,2012,88381,Petrol,Manual,First,17.0,1497,118.0,5.0,5.25,12,43.92693836978131
3613,Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45194,Diesel,Manual,First,22.0,1598,118.0,5.0,7.75,8,22.41765873015873
3614,Maruti SX4 Vxi BSIV,Mumbai,2010,66000,Petrol,Manual,Second,16.0,1586,103.0,5.0,2.46,14,32.83582089552239
3615,Maruti Swift Dzire VDI,Kolkata,2014,38578,Diesel,Manual,First,23.0,1248,74.0,5.0,3.96,10,19.15491559086395
3616,Maruti Ertiga ZDI,Chennai,2015,40000,Diesel,Manual,First,20.0,1248,88.0,7.0,8.25,9,19.851116625310173
3617,Hyundai i20 1.2 Spotz,Coimbatore,2018,20632,Petrol,Manual,First,18.0,1197,81.0,5.0,7.58,6,10.22398414271556
3618,Hyundai Grand i10 CRDi Magna,Hyderabad,2014,73042,Diesel,Manual,First,24.0,1120,70.0,5.0,3.99,10,36.267130089374376
3619,Honda City i VTEC SV,Delhi,2014,54257,Petrol,Manual,First,17.0,1497,117.0,5.0,6.25,10,26.93992055610725
3620,Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,93000,Diesel,Manual,First,20.0,1598,103.0,5.0,5.0,11,46.19970193740686
3621,Mercedes-Benz E-Class E270 CDI,Hyderabad,2005,102000,Diesel,Automatic,Second,11.0,2987,198.0,5.0,4.65,19,50.87281795511222
3622,Hyundai Santa Fe 4WD AT,Coimbatore,2016,28881,Diesel,Automatic,First,13.0,2199,194.0,7.0,21.37,8,14.325892857142858
3623,Maruti Alto LXi,Hyderabad,2007,52195,Petrol,Manual,First,19.0,796,46.0,5.0,1.75,17,26.006477329347284
3624,ISUZU D-MAX V-Cross 4X4,Coimbatore,2018,20422,Diesel,Manual,First,12.0,2499,134.0,5.0,16.09,6,10.1199207135778
3625,Hyundai Verna 1.4 CRDi GL,Kolkata,2012,38000,Diesel,Manual,First,24.0,1396,88.0,5.0,4.1,12,18.88667992047714
3626,Ford Figo Diesel ZXI,Coimbatore,2015,92885,Diesel,Manual,First,20.0,1399,68.0,5.0,3.56,9,46.096774193548384
3627,Honda City 1.5 S MT,Pune,2010,43000,Petrol,Manual,Second,17.0,1497,118.0,5.0,4.21,14,21.393034825870647
3629,Hyundai Verna 1.6 CRDi S,Delhi,2015,57000,Diesel,Manual,First,23.0,1582,126.0,5.0,6.6,9,28.287841191067
3630,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,32434,Petrol,Automatic,First,13.0,1591,121.0,5.0,14.35,6,16.07234886025768
3631,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2017,32000,Diesel,Manual,First,22.0,1498,89.0,5.0,9.5,7,15.865146256817056
3632,BMW X6 xDrive30d,Delhi,2011,59000,Diesel,Automatic,First,11.0,2993,241.0,4.0,21.9,13,29.338637493784187
3633,BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,76467,Diesel,Automatic,First,18.0,1995,190.0,5.0,30.45,8,37.930059523809526
3634,Ford Figo Aspire 1.5 TDCi Ambiente,Hyderabad,2016,100000,Diesel,Manual,First,25.0,1498,99.0,5.0,5.1,8,49.6031746031746
3635,Hyundai Verna VTVT 1.6 AT EX,Pune,2013,37086,Petrol,Automatic,First,17.0,1591,121.0,5.0,5.44,11,18.423248882265277
3636,Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,135000,Diesel,Manual,First,13.0,1399,68.0,5.0,1.6,14,67.16417910447761
3637,Audi A6 2011-2015 2.0 TDI,Kochi,2014,54862,Diesel,Automatic,First,17.0,1968,174.0,5.0,16.67,10,27.240317775571004
3639,Hyundai i20 2015-2017 Sportz AT 1.4,Pune,2012,56200,Petrol,Automatic,First,15.0,1396,98.0,5.0,3.85,12,27.932405566600398
3640,Toyota Fortuner 2.8 4WD MT,Kochi,2011,169006,Diesel,Manual,First,14.0,2755,174.0,7.0,10.64,13,84.04077573346594
3641,Renault KWID RXT,Bangalore,2016,20229,Petrol,Manual,First,25.0,799,53.0,5.0,3.5,8,10.03422619047619
3642,Chevrolet Spark 1.0 LT,Chennai,2008,62000,Petrol,Manual,Third,18.0,995,62.0,5.0,1.1,16,30.87649402390438
3643,Hyundai Verna Transform VTVT,Hyderabad,2011,51500,Petrol,Manual,Second,16.0,1599,103.0,5.0,2.6,13,25.609149676777722
3644,BMW 3 Series 320d Sport Line,Hyderabad,2012,69000,Diesel,Automatic,First,18.0,1995,184.0,5.0,18.5,12,34.29423459244533
3646,Maruti Swift Dzire VDI,Hyderabad,2015,62476,Diesel,Manual,First,26.0,1248,74.0,5.0,7.95,9,31.00545905707196
3647,Hyundai Xcent 1.2 CRDi E Plus,Jaipur,2017,60500,Diesel,Manual,First,25.0,1186,73.0,5.0,5.49,7,29.995042141794745
3648,Honda Jazz V CVT,Mumbai,2017,17978,Petrol,Automatic,First,19.0,1199,88.0,5.0,6.95,7,8.913237481408032
3649,Tata Indigo LS,Jaipur,2008,300000,Diesel,Manual,First,17.0,1405,70.0,5.0,1.0,16,149.402390438247
3650,Ford Fiesta Classic 1.4 Duratorq CLXI,Chennai,2013,123000,Diesel,Manual,Second,17.0,1399,67.0,5.0,4.45,11,61.10283159463487
3651,Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,45296,Diesel,Manual,First,25.0,1248,88.0,5.0,6.99,8,22.46825396825397
3652,Maruti SX4 Zxi with Leather BSIII,Coimbatore,2008,77325,Petrol,Manual,First,15.0,1586,104.0,5.0,3.51,16,38.508466135458164
3653,Maruti Baleno Zeta Automatic,Kochi,2018,25858,Petrol,Automatic,First,21.0,1197,83.0,5.0,7.54,6,12.813676907829533
3654,Maruti Ritz LDi,Bangalore,2016,120000,Diesel,Manual,First,23.0,1248,73.0,5.0,3.65,8,59.523809523809526
3655,Hyundai Elantra CRDi SX AT,Ahmedabad,2016,22000,Diesel,Automatic,First,19.0,1582,126.0,5.0,16.0,8,10.912698412698413
3656,Chevrolet Spark 1.0 LT,Kolkata,2012,11000,Petrol,Manual,First,16.0,995,62.0,5.0,1.4,12,5.467196819085487
3657,Hyundai i20 1.2 Spotz,Mumbai,2017,3900,Petrol,Manual,First,18.0,1197,81.0,5.0,6.45,7,1.9335647000495786
3658,Hyundai Xcent 1.1 CRDi Base,Hyderabad,2016,106092,Diesel,Manual,First,24.0,1120,71.0,5.0,4.4,8,52.625
3659,Honda Jazz 1.2 V CVT i VTEC,Delhi,2015,27000,Petrol,Automatic,First,19.0,1199,88.0,5.0,5.95,9,13.399503722084367
3660,Honda Brio S MT,Ahmedabad,2013,11000,Petrol,Manual,First,19.0,1198,86.0,5.0,3.9,11,5.46448087431694
3661,Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,2016,39753,Diesel,Automatic,First,13.0,2143,201.0,5.0,35.28,8,19.71875
3662,Tata Hexa XT,Pune,2017,39800,Diesel,Manual,First,17.0,2179,153.0,7.0,14.25,7,19.73227565691621
3663,Hyundai Xcent 1.1 CRDi Base,Pune,2017,73000,Diesel,Manual,First,24.0,1120,71.0,5.0,4.5,7,36.192364898363905
3664,Ford Ecosport 1.5 DV5 MT Titanium Optional,Pune,2015,55000,Diesel,Manual,First,22.0,1498,89.0,5.0,7.5,9,27.29528535980149
3665,Tata Nano XTA,Coimbatore,2017,18351,Petrol,Automatic,First,21.0,624,37.0,4.0,3.41,7,9.098165592464056
3666,Honda Brio VX,Pune,2013,45000,Petrol,Manual,Second,19.0,1198,86.0,5.0,3.25,11,22.35469448584203
3667,Maruti Ertiga SHVS ZDI Plus,Hyderabad,2016,112200,Diesel,Manual,First,24.0,1248,88.0,7.0,8.3,8,55.654761904761905
3668,Hyundai i10 Sportz 1.2,Bangalore,2010,29000,Petrol,Manual,First,20.0,1197,78.0,5.0,3.45,14,14.427860696517413
3670,Mahindra XUV500 W10 2WD,Mumbai,2015,53392,Diesel,Manual,First,16.0,2179,140.0,7.0,11.95,9,26.49727047146402
3671,Volkswagen Vento Diesel Highline,Hyderabad,2010,71000,Diesel,Manual,First,20.0,1598,103.0,5.0,4.25,14,35.32338308457712
3672,Tata Safari Storme 2012-2015 VX,Hyderabad,2014,93000,Diesel,Manual,First,14.0,2179,138.0,7.0,8.25,10,46.176762661370404
3673,Honda Accord 2.4 Elegance M/T,Hyderabad,2010,119000,Petrol,Manual,First,10.0,2354,180.0,5.0,5.95,14,59.20398009950249
3674,Maruti Eeco 7 Seater Standard,Coimbatore,2016,42225,Petrol,Manual,First,15.0,1196,73.0,7.0,4.3,8,20.944940476190474
3675,Maruti Swift VDI,Ahmedabad,2012,65000,Diesel,Manual,First,22.0,1248,74.0,5.0,3.9,12,32.306163021868784
3676,Maruti Baleno Zeta Automatic,Pune,2016,27809,Petrol,Automatic,First,21.0,1197,83.0,5.0,6.41,8,13.794146825396826
3677,Mahindra XUV500 W8 2WD,Coimbatore,2015,65100,Diesel,Manual,First,15.0,2179,140.0,7.0,8.36,9,32.30769230769231
3678,Hyundai Xcent 1.2 Kappa S,Chennai,2014,51000,Petrol,Manual,First,19.0,1197,82.0,5.0,3.85,10,25.3227408142999
3679,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,10000,Diesel,Automatic,First,19.0,2143,167.0,5.0,36.0,7,4.95785820525533
3680,Skoda Superb 1.8 TSI MT,Kolkata,2011,54895,Petrol,Manual,First,13.0,1798,160.0,5.0,7.5,13,27.297364495275982
3681,Volkswagen CrossPolo 1.5 TDI,Hyderabad,2015,80768,Diesel,Manual,First,20.0,1498,88.0,5.0,5.7,9,40.0833746898263
3682,Maruti Ignis 1.2 Delta,Kochi,2019,12076,Petrol,Manual,First,20.0,1197,81.0,5.0,5.5,5,5.981178801386825
3683,Maruti Swift VDI BSIV,Chennai,2016,49000,Diesel,Manual,First,25.0,1248,74.0,5.0,5.9,8,24.305555555555557
3684,Honda City i VTEC VX Option,Mumbai,2015,42366,Petrol,Manual,First,17.0,1497,117.0,5.0,7.75,9,21.02531017369727
3685,BMW 5 Series 530d Highline Sedan,Ahmedabad,2010,68000,Diesel,Automatic,First,11.0,2993,235.0,5.0,18.0,14,33.830845771144276
3686,Skoda Laura Ambiente,Hyderabad,2008,122397,Diesel,Manual,First,17.0,1896,106.0,5.0,4.4,16,60.9546812749004
3687,Volkswagen Polo GT TSI,Coimbatore,2017,50534,Petrol,Automatic,First,17.0,1197,103.0,5.0,8.27,7,25.054040654437284
3688,Renault Duster 85PS Diesel RxL,Ahmedabad,2014,55300,Diesel,Manual,First,19.0,1461,83.0,5.0,4.75,10,27.457795431976166
3689,Honda City 1.5 S AT,Hyderabad,2008,73095,Petrol,Automatic,First,16.0,1497,118.0,5.0,3.8,16,36.401892430278885
3690,Volkswagen Vento Diesel Highline,Ahmedabad,2011,51100,Diesel,Manual,First,20.0,1598,103.0,5.0,3.4,13,25.410243659870712
3691,Hyundai Grand i10 Sportz,Pune,2016,13436,Petrol,Manual,Second,18.0,1197,82.0,5.0,4.7,8,6.6646825396825395
3692,Ford Fiesta 1.4 ZXi Duratec,Pune,2008,76000,Petrol,Manual,Second,16.0,1388,68.0,5.0,1.49,16,37.84860557768924
3693,Hyundai Xcent 1.1 CRDi S,Mumbai,2016,63141,Diesel,Manual,Second,24.0,1120,71.0,5.0,4.5,8,31.319940476190474
